[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],InvisibleBlock,[EMPTY]
[EMPTY],InvisibleBlock,InvisibleBlock,InvisibleBlock,InvisibleBlock,InvisibleBlock,InvisibleBlock,InvisibleBlock,InvisibleBlock,InvisibleBlock,InvisibleBlock,InvisibleBlock,InvisibleBlock,InvisibleBlock,InvisibleBlock,[EMPTY]
[EMPTY],InvisibleBlock,[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],InvisibleBlock,[EMPTY]
[EMPTY],InvisibleBlock,[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],GelEnemy,[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],InvisibleBlock,[EMPTY]
DiamondDoorBlock[OFFSET D],InvisibleBlock[OFFSET U],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],InvisibleBlock[OFFSET U],[EMPTY]
[EMPTY],,[EMPTY],[EMPTY],[EMPTY],GelEnemy,[EMPTY],PushableBlock,[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],OpenDoorBlock[OFFSET U],[EMPTY]
[EMPTY],InvisibleBlock,[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],InvisibleBlock,[EMPTY]
[EMPTY],InvisibleBlock,GelEnemy,[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],InvisibleBlock,[EMPTY]
[EMPTY],InvisibleBlock,[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],[EMPTY],InvisibleBlock,[EMPTY]
[EMPTY],InvisibleBlock,InvisibleBlock,InvisibleBlock,InvisibleBlock,InvisibleBlock,InvisibleBlock,OpenDoorBlock,,InvisibleBlock,InvisibleBlock,InvisibleBlock,InvisibleBlock,InvisibleBlock,InvisibleBlock,[EMPTY]
